dummy          {'LANG:EN', 'dummy'}
la-             {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'LF:her', 'N', '-SPEC:FORCE', 'PF:la(cl)', '-SPEC:uWH', 'LANG:IT', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'CL', '-SPEC:T/fin'}
lo              ['LANG:EN']
lo-             {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'PF:lo(cl)', 'COMP:R', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'LANG:IT', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'CL', '-SPEC:T/fin', 'LF:him'}
si              ['LANG:EN']
si-             {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'CAL:CL', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'LANG:IT', 'COMP:T/prt', '-COMP:WH', 'LF:3sg', 'PF:si(cl)', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
gli             ['LANG:EN']
ci              ['LANG:EN']
ci-             {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'LF:there', 'LANG:IT', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', 'PF:ci', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
[-n]            {'inflectional', 'PHI:PER:1', 'PHI:NUM:SG', 'PHI:DET:DEF', 'PHI', 'LANG:FI', 'PHI:HUM:HUM'}
[-t]            {'inflectional', 'PHI:NUM:SG', 'PHI:DET:DEF', 'PHI:PER:2', 'PHI', 'LANG:FI', 'PHI:HUM:HUM'}
[-V]            {'PHI:PER:3', 'PHI:NUM:SG', 'inflectional', 'PHI', 'LANG:FI'}
[-mme]          {'PHI:NUM:PL', 'inflectional', 'PHI:PER:1', 'PHI:DET:DEF', 'PHI', 'LANG:FI', 'PHI:HUM:HUM'}
[-mme]          {'PHI:NUM:PL', 'inflectional', 'PHI:PER:1', 'PHI:DET:DEF', 'LANG:FI', 'PHI:HUM:HUM'}
[-tte]          {'PHI:NUM:PL', 'inflectional', 'PHI:DET:DEF', 'PHI:PER:2', 'PHI', 'LANG:FI', 'PHI:HUM:HUM'}
[-vat]          {'PHI:PER:3', 'PHI:NUM:PL', 'inflectional', 'PHI', 'LANG:FI'}
[-ni]           {'inflectional', 'PHI:PER:1', 'PHI:NUM:SG', 'PHI:DET:DEF', 'PHI', 'LANG:FI', 'PHI:HUM:HUM'}
[-si]           {'inflectional', 'PHI:NUM:SG', 'PHI:DET:DEF', 'PHI:PER:2', 'PHI', 'LANG:FI', 'PHI:HUM:HUM'}
[-nsa]          {'PHI:PER:3', 'PHI:NUM:SG', 'inflectional', 'PHI', 'LANG:FI'}
[-an]           {'PHI:PER:3', 'inflectional', 'PHI:NUM:SG', 'PHI:DET:DEF', 'PHI', 'LANG:FI'}
[-nne]          {'PHI:NUM:PL', 'inflectional', 'PHI:DET:DEF', 'PHI:PER:2', 'LANG:FI', 'PHI:HUM:HUM'}
[-s]            {'PHI:PER:3', 'LANG:EN', 'PHI:GEN:M', 'PHI:NUM:SG', 'inflectional', 'PHI', 'PHI:GEN:F'}
[-0]            {'PHI:NUM:PL', 'PHI:NUM:SG', 'PHI:DET:DEF', 'PHI:PER:3', 'LANG:EN', 'PHI:GEN:N', 'inflectional', 'PHI:PER:2', 'PHI', 'PHI:PER:1'}
[-o]            {'inflectional', 'PHI:NUM:SG', 'PHI:DET:DEF', 'PHI', 'PHI:PER:1', 'LANG:IT', 'PHI:HUM:HUM'}
[-i]            {'inflectional', 'PHI:NUM:SG', 'PHI:DET:DEF', 'PHI:PER:2', 'PHI', 'LANG:IT', 'PHI:HUM:HUM'}
[-a]            {'PHI:PER:3', 'inflectional', 'PHI:NUM:SG', 'PHI:DET:DEF', 'PHI', 'LANG:IT'}
[-e]            {'PHI:PER:3', 'inflectional', 'PHI:NUM:SG', 'PHI:DET:DEF', 'PHI', 'LANG:IT'}
[-iamo]         {'PHI:NUM:PL', 'inflectional', 'PHI:DET:DEF', 'PHI', 'PHI:PER:1', 'LANG:IT', 'PHI:HUM:HUM'}
[-te]           {'PHI:NUM:PL', 'inflectional', 'PHI:DET:DEF', 'PHI:PER:2', 'PHI', 'LANG:IT', 'PHI:HUM:HUM'}
[-no]           {'PHI:PER:3', 'PHI:NUM:PL', 'inflectional', 'PHI:DET:DEF', 'PHI', 'LANG:IT'}
[-nom]          {'NOM', 'LANG:EN', 'adjoinable', 'inflectional', 'TAIL:FIN,ARG,VAL'}
[-par]          {'PAR', 'TAIL:ARG,-VAL', 'adjoinable', 'inflectional', 'LANG:FI'}
[-gen]          {'-float', 'LANG:EN', 'inflectional', 'GEN', 'TAIL:INF,ARG'}
gen             {'-float', 'LANG:EN', 'inflectional', 'GEN', 'TAIL:INF,ARG'}
[-n_acc]        {'n-ACC', 'TAIL:PHI', 'adjoinable', 'inflectional', 'TAIL:ARG,ASP:BOUNDED', 'LANG:FI', 'TAIL:*POL:NEG'}
[-t_acc]        {'adjoinable', 'inflectional', 't-ACC', 'TAIL:ARG,ASP:BOUNDED', 'LANG:FI', 'TAIL:*POL:NEG'}
[-0_acc]        {'0_ACC', 'adjoinable', 'inflectional', 'TAIL:*PHI', 'TAIL:ARG,ASP:BOUNDED', 'LANG:FI', 'TAIL:*POL:NEG'}
[-ess]          {'PF:na', 'inflectional', '#essiivi', 'TAIL:V', 'LANG:FI', 'LF:as'}
[-trs]          {'TAIL:V', 'PF:ksi', 'inflectional', 'LF:to', 'LANG:FI', '#translatiivi'}
[-ine]          {'TAIL:V', 'inflectional', 'LF:in', 'PF:ssa', 'LANG:FI', '#inessiivi'}
[-ela]          {'#elatiivi', 'inflectional', 'TAIL:V', 'LANG:FI', 'LF:from', 'PF:sta'}
[-ill]          {'LF:into', '#illatiivi', 'inflectional', 'TAIL:V', 'LANG:FI', 'PF:an'}
[-ade]          {'LF:at', '#adessiivi', 'inflectional', 'TAIL:V', 'PF:lla', 'LANG:FI'}
[-abl]          {'inflectional', '#ablatiivi', 'TAIL:V', 'LANG:FI', 'LF:from', 'PF:lta'}
[-all]          {'TAIL:V', '#allatiivi', 'PF:lle', 'inflectional', 'LF:to', 'LANG:FI'}
[-abe]          {'PF:tta', 'inflectional', 'TAIL:V', 'LANG:FI', '#abessiivi', 'LF:without'}
[-kom]          {'PF:ine', '#komitatiivi', 'LF:together', 'inflectional', 'TAIL:V', 'LANG:FI'}
[-ins]          {'PF:n', 'inflectional', 'TAIL:V', 'LANG:FI', '#instruktiivi', 'LF:with'}
asp             {'LANG:EN', 'ASP:BOUNDED', 'inflectional'}
[hAn]           {'DIS:FAM', 'OVERT_SCOPE', 'inflectional', 'LANG:FI', 'OP:FAM'}
[pA]            {'DIS:POL', 'OVERT_SCOPE', 'inflectional', 'LANG:FI', 'OP:POL'}
[kO]            {'OP:WH', 'DIS:WH', 'OP:Q', 'OVERT_SCOPE', 'inflectional', 'FORCE:OP:WH', 'LANG:FI'}
[foc]           {'DIS:FOC', 'inflectional', 'OP:FOC', 'LANG:FI'}
a'              {'LANG:X', 'LF:A', 'a', 'PF:a'}
b'              {'b', 'LF:B', 'LANG:X', 'PF:b'}
b''             {'b', 'LANG:EN', 'LF:B', 'PF:b', '-COMP:c'}
c''             {'LANG:EN', 'SPEC:a', 'PF:c', 'LF:C', 'c'}
c'              {'PF:c', 'LF:C', 'LANG:X', 'c'}
d'              {'LANG:', 'LF:D', 'PF:d', 'd'}
a''             ['LANG:EN']
x'              {'x', 'LF:X', 'LANG:X', 'PF:x'}
y'              {'LANG:X', 'PF:y', 'y', 'LF:Y'}
z'              {'LF:Z', 'PF:x', 'LANG:X', 'z'}
John'           {'PF:John', 'LANG:X', "N'", 'LF:John'}
admires'        {'LF:admires', 'LANG:X', "V'", 'PF:admires'}
admires''       {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', '-SPEC:T/fin', 'PHI:PER:_', 'PHI:GEN:_', 'ARG', 'PHI:NUM:_', 'LF:admires', 'ASP', 'PHI:DET:_', '-COMP:V', 'PF:admires', 'V', 'LANG:EN', 'SPEC:φ', '-SPEC:FORCE', 'SPEC:TO/inf'}
Mary'           {'PF:Mary', 'LANG:X', "N'", 'LF:mary'}
T/fin           {'-SPEC:T/fin', '-SPEC:V', 'FIN', 'PHI:PER:_', 'PHI:GEN:_', '-SPEC:Neg', 'COMP:T/prt', '-SPEC:C', 'LF:T', '!SPEC:*', 'PF:T', 'COMP:V', 'ARG', 'PHI:NUM:_', 'COMP:v', '!PROBE:V', '-adjoinable', 'PHI:DET:_', '-SPEC:N', '-SPEC:T/prt', '!COMP:*', 'VAL', 'T', 'SPEC:FORCE', '-COMP:T/fin', '-COMP:INF', '-SPEC:v', 'LANG:EN', 'SPEC:*', 'T/fin', '-SPEC:TO/inf', 'SPEC:φ', 'SPEC:C/fin', 'SPEC:TO/inf'}
v               {'ASP', '!PROBE:V', 'PHI:DET:_', 'v', '-SPEC:N', 'PF:v', '-VAL', '!COMP:*', 'PHI:PER:_', 'PHI:GEN:_', 'LF:v', 'LANG:EN', 'SPEC:φ', 'COMP:V', 'ARG', 'PHI:NUM:_'}
C/fin           {'FIN', '-COMP:C/fin', '!PROBE:FIN', 'PF:C', 'LF:C/fin', '-SPEC:N', 'COMP:Neg/fin', 'C/fin', '!COMP:*', 'VAL', '-SPEC:C/fin', '-COMP:T/prt', 'COMP:T/fin', 'LANG:EN', 'SPEC:*', '-COMP:FORCE', 'C', '-SPEC:T/fin', '-ARG'}
T               {'-SPEC:V', 'FIN', 'PHI:PER:_', 'PHI:GEN:_', 'COMP:T/prt', 'LF:T', 'PF:T', 'ARG', 'COMP:V', 'PHI:NUM:_', 'COMP:v', '!PROBE:V', '-COMP:NEG', 'PHI:DET:_', '-SPEC:NEG', 'TAM', '-SPEC:N', '!COMP:*', 'T', 'VAL', 'LANG:EN', 'SPEC:*', 'SPEC:φ', '-SPEC:FORCE', '-SPEC:T/fin'}
T/prt           {'-SPEC:V', 'PF:T/prt', 'FIN', 'PHI:PER:_', 'PHI:GEN:_', 'COMP:T/prt', 'LF:T/prt', 'ARG', 'COMP:V', 'PHI:NUM:_', 'COMP:v', '!PROBE:V', '-COMP:NEG', 'PHI:DET:_', '-SPEC:N', '!COMP:*', 'VAL', 'T/prt', 'T', '-SPEC:C/fin', 'LANG:EN', 'SPEC:*', 'SPEC:φ', '-SPEC:FORCE', 'COMP:φ', '-SPEC:T/fin'}
a0              {'-adjoinable', '-SPEC:A', 'PF:A', 'TAIL:φ', 'LANG:EN', 'LF:A', 'COMP:0', '-SPEC:φ', 'A'}
n               {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', '-SPEC:T/fin', 'COMP:D/rel', 'PHI:GEN:_', 'COMP:R/D', '-COMP:C/fin', 'INF', 'PHI:NUM:_', 'COMP:v', 'COMP:R', '!COMP:*', '-SPEC:R', '-SPEC:C/fin', 'LANG:EN', 'COMP:uR', 'SPEC:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:0', 'PHI:PER:_', 'COMP:T/prt', '-COMP:WH', '!SPEC:*', 'n', 'PF:n', 'COMP:V', 'φ', 'SPEC:A', 'PHI:DET:_', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', 'VAL', '-COMP:D', '!SPEC:φ', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'ARG', 'LF:n'}
impass          {'ASP', '!PROBE:V', 'PHI:DET:_', 'v', '-SPEC:N', 'LF:impass', '-VAL', '!COMP:*', 'PF:impass', 'PHI:PER:_', 'PHI:GEN:_', 'LANG:EN', 'SPEC:φ', 'COMP:V', 'ARG', 'PHI:NUM:_'}
cau             {'ASP', '!PROBE:V', 'PHI:DET:_', 'v', '-SPEC:N', '-VAL', '!COMP:*', 'PHI:PER:_', 'PHI:GEN:_', 'LANG:EN', 'LF:v/Cause', 'PF:Cau', 'SPEC:φ', 'COMP:V', 'ARG', 'PHI:NUM:_'}
φ               {'-SPEC:V', 'COMP:N', 'COMP:D/rel', 'PHI:PER:_', 'PHI:GEN:_', '-COMP:C/fin', 'PF:φ', 'INF', 'COMP:V', 'φ', 'PHI:NUM:_', 'COMP:v', 'LF:φ', 'PHI:DET:_', '-SPEC:T', 'TAM', 'VAL', '!COMP:*', '-COMP:T/fin', 'LANG:EN', 'SPEC:*', '-COMP:FORCE', 'ARG', '-SPEC:T/fin'}
INF             {'COMP:v', 'PF:INF', 'TAM', '!COMP:*', '-SPEC:V', 'LF:INF', '-COMP:T/fin', 'LANG:EN', '-COMP:FORCE', '-COMP:C/fin', 'INF', 'COMP:V', '-SPEC:T/fin'}
prtcpl          {'-SPEC:V', 'PF:T/prt', 'FIN', 'PHI:PER:_', 'PHI:GEN:_', 'COMP:T/prt', '-COMP:C/fin', 'INF', 'LF:T/prt', 'COMP:V', 'ARG', 'PHI:NUM:_', 'COMP:v', '!PROBE:V', '-COMP:NEG', 'PHI:DET:_', '-SPEC:NEG', 'TAM', '-SPEC:FORCE', '-SPEC:N', '!COMP:*', 'T', 'T/prt', 'VAL', '-COMP:T/fin', '-SPEC:C/fin', 'LANG:EN', 'SPEC:*', 'SPEC:φ', '-COMP:FORCE', 'COMP:φ', '-SPEC:T/fin'}
TO/inf          {'?ARG', '-VAL', 'TO/inf', '-SPEC:V', '-COMP:C/fin', 'INF', 'COMP:V', 'COMP:v', 'LF:TO/inf', 'TAM', 'adjoinable', 'PF:TO/inf', '!COMP:*', '-COMP:T/fin', '-SPEC:v', 'LANG:EN', '-COMP:FORCE', '-SPEC:T/fin'}
A/inf           {'-SPEC:Neg/fin', '?ARG', '-VAL', 'PF:A/inf', '-SPEC:V', '-COMP:C/fin', 'INF', 'COMP:V', 'COMP:v', 'LF:A/inf', 'TAM', '!COMP:*', '-COMP:T/fin', 'LANG:EN', 'SPEC:*', 'A/inf', '-COMP:FORCE', '-SPEC:T/fin'}
ARE/inf         {'?ARG', 'PF:are', '-SPEC:V', '-COMP:C/fin', 'INF', 'COMP:V', '-adjoinable', 'COMP:v', 'TAM', 'VAL', 'LF:ARE/inf', '!COMP:*', '-COMP:T/fin', 'LANG:EN', 'ARE/inf', 'SPEC:*', '-COMP:FORCE', '-SPEC:T/fin'}
ESSA/inf        {'LF:while', '-SPEC:Neg/fin', '?ARG', '-SPEC:T/fin', 'TAIL:T', '-SPEC:V', 'ESSA/inf', '?VAL', '-COMP:C/fin', 'INF', 'COMP:V', 'ADV', 'COMP:v', 'TAM', '-SPEC:N', 'adjoinable', '!COMP:*', '-COMP:T/fin', 'LANG:EN', 'SPEC:*', '-COMP:FORCE', '-SPEC:FORCE', 'PF:essa'}
TUA/inf         {'-SPEC:Neg/fin', 'TAIL:T', '-SPEC:V', 'PHI:PER:_', 'PHI:GEN:_', '!SPEC:*', '-COMP:C/fin', 'INF', 'COMP:V', 'PHI:NUM:_', 'ADV', 'COMP:v', 'PF:tua', 'PHI:DET:_', 'TAM', 'LF:after', '-SPEC:N', 'adjoinable', '-SPEC:FORCE', 'VAL', '!COMP:*', '-COMP:T/fin', 'LANG:EN', 'TUA/inf', 'SPEC:*', '-COMP:FORCE', 'ARG', '-SPEC:T/fin'}
VA/inf          {'-SPEC:V', 'PHI:PER:_', 'PHI:GEN:_', '-COMP:C/fin', 'INF', 'COMP:V', 'ARG', 'PHI:NUM:_', 'COMP:v', 'PHI:DET:_', '-SPEC:N', 'LF:VA', 'TAM', 'PF:vAn', 'VAL', 'VA/inf', '!COMP:*', '-COMP:T/fin', 'LANG:EN', 'SPEC:*', '-COMP:FORCE', '-SPEC:T/fin'}
MA/ssa          {'-SPEC:Neg/fin', 'LF:in_doing', '-VAL', 'PF:massa', 'PHI:PER:_', 'PHI:GEN:_', 'TAIL:V', 'ARG', 'COMP:V', '-SPEC:*', 'MA/inf', 'PHI:NUM:_', 'ADV', 'COMP:v', 'PHI:DET:_', '-SPEC:N', 'adjoinable', 'LANG:EN', '-SPEC:FORCE', 'MA/ssa', '-SPEC:T/fin'}
MA/tta          {'ADV', 'PHI:DET:_', 'LF:without_doing', '-SPEC:Neg/fin', '-SPEC:N', 'adjoinable', '-SPEC:FORCE', '-VAL', 'TAIL:T', 'PHI:PER:_', 'PHI:GEN:_', 'PF:matta', 'LANG:EN', 'ARG', 'MA/inf', 'PHI:NUM:_', '-SPEC:T/fin'}
MA/lla          {'-SPEC:Neg/fin', 'PHI:GEN:_', 'PHI:NUM:_', 'COMP:v', 'LF:by_doing', 'adjoinable', 'LANG:EN', 'SPEC:*', '-SPEC:FORCE', 'MA/inf', 'TAIL:T', 'PHI:PER:_', 'COMP:V', 'ADV', 'PHI:DET:_', '-SPEC:N', 'VAL', 'PF:malla', 'ARG', '-SPEC:T/fin'}
MA/inf          {'-SPEC:Neg/fin', 'PHI:GEN:_', 'TAIL:V', 'PHI:NUM:_', 'PF:maan', 'COMP:v', 'adjoinable', 'LANG:EN', 'SPEC:*', '-SPEC:FORCE', 'MA/inf', 'LF:to_do', 'PHI:PER:_', 'COMP:V', 'ADV', 'PHI:DET:_', '-SPEC:N', 'VAL', 'ARG', '-SPEC:T/fin'}
E/inf           {'ADV', 'LF:by', '-SPEC:Neg/fin', '-SPEC:N', 'adjoinable', '-VAL', 'TAIL:T', 'LANG:FI', 'PF:en', 'SPEC:*', '-SPEC:FORCE', '-SPEC:T/fin', '-ARG'}
BE-             {'SPEC:ADV', '-COMP:N', '-COMP:v', 'LF:BE', '-VAL', 'SPEC:P', 'COMP:P', 'COMP:T/prt', 'SPEC:TO/inf', 'ASP', '-COMP:V', 'V', 'PF:BE', '!COMP:*', '-COMP:T/fin', 'LANG:EN', 'SPEC:φ', 'COPULA', '-SPEC:FORCE', 'COMP:φ', '-SPEC:T/fin', '-ARG'}
D               {'-SPEC:Neg/fin', 'COMP:n', '-SPEC:V', 'COMP:N', 'COMP:D/rel', '!PROBE:N', '-SPEC:C', '-EDGE:*', '-COMP:uR', 'φ', '-SPEC:MA/lla', '-SPEC:INF', '-SPEC:T', 'adjoinable', 'PF:D', '!COMP:*', '-COMP:T/fin', 'LANG:EN', 'LF:D', 'D', 'SPEC:*', '-SPEC:P', '-COMP:P', 'COMP:φ', '-SPEC:T/fin', '-ARG'}
D/rel           {'-SPEC:Neg/fin', '-SPEC:V', 'COMP:N', 'COMP:D/rel', '!PROBE:N', '-COMP:φ', '-SPEC:C', '-COMP:C/fin', '-COMP:uR', 'D/rel', 'φ', '-SPEC:MA/lla', '-SPEC:INF', '-SPEC:T', 'LF:D/rel', 'adjoinable', 'OP:REL', '!COMP:*', '-COMP:T/fin', 'OP', 'LANG:EN', 'OP:_', 'SPEC:*', 'PF:D/rel', 'D', '-SPEC:P', '-SPEC:T/fin', '-ARG'}
P               {'PF:P', '-COMP:N', '-SPEC:Neg/fin', 'LF:P', '-VAL', '-SPEC:V', '-COMP:uWH', '-SPEC:P', '-COMP:ADV', 'PHI:PER:_', 'PHI:GEN:_', '-SPEC:C', '-SPEC:*', 'ARG', '-SPEC:iR', 'PHI:NUM:_', '-float', 'PHI:DET:_', '-SPEC:INF', '-SPEC:N', '-COMP:T', 'adjoinable', 'P', '-SPEC:T/prt', '!COMP:*', '-SPEC:ADV', '-COMP:T/fin', '-SPEC:C/fin', '-SPEC:v', 'LANG:EN', '-COMP:A', '-SPEC:iWH', '-SPEC:FORCE', 'COMP:φ', '-SPEC:T/fin'}
pro             ['LANG:EN']
pro-            {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'PF:(pro)', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', '-SPEC:R', '-SPEC:C/fin', 'LANG:EN', 'COMP:uR', 'N', 'PHI', '-SPEC:FORCE', '-SPEC:uWH', 'LF:pro', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
cl              {'LEFT:T/fin', 'RIGHT:PRG', 'RIGHT:ARE/inf', 'LEFT:D,CL', 'LANG:EN', 'inflectional', 'CL'}
inc             {'inflectional', 'LANG:EN', 'INCORPORATED'}
sg              {'inflectional', 'LANG:EN', 'PHI:NUM:SG'}
pl              {'PHI:NUM:PL', 'inflectional', 'LANG:EN'}
1p              {'inflectional', 'LANG:EN', 'PHI:PER:1'}
2p              {'LANG:EN', 'inflectional', 'PHI:PER:2'}
3p              {'PHI:PER:3', 'inflectional', 'LANG:EN'}
def             {'inflectional', 'LANG:EN', 'PHI:DET:DEF'}
indef           {'inflectional', 'LANG:EN', 'PHI:DET:INDEF'}
hum             {'inflectional', 'LANG:EN', 'PHI:HUM:HUM'}
nonhum          {'inflectional', 'LANG:EN', 'PHI:HUM:NONHUM'}
m               {'inflectional', 'LANG:EN', 'PHI:GEN:M'}
f               {'inflectional', 'LANG:EN', 'PHI:GEN:F'}
proper_name     {'D:REF:NAME', 'inflectional', 'LANG:EN', 'D:NEW:$X$'}
pronoun1        {'inflectional', 'LANG:EN', 'D:NEW:D'}
reflexive       {'inflectional', 'LANG:EN', 'D:OLD:D'}
nom             {'-adjoinable', 'NOM', 'LANG:EN', 'TAIL:FIN,!COMP:*,VAL', 'inflectional', '-FLOAT'}
acc             {'-adjoinable', 'inflectional', 'LANG:EN', 'ACC', '-FLOAT', 'TAIL:v'}
dat             {'-adjoinable', 'inflectional', 'LANG:EN', 'DAT', 'TAIL:v', '-FLOAT'}
V1              {'inflectional', 'LANG:EN', '-SPEC:*', '-EDGE:*'}
uC/op           {'uC/op', 'inflectional', 'LANG:EN'}
wh              {'OP:_', 'LANG:EN', 'OP:WH', 'DIS:WH', 'inflectional'}
wh_             {'OP', 'LANG:EN', 'OP:_', '-COMP:OP', 'inflectional'}
top             {'OP:TOP', 'inflectional', 'LANG:EN', 'DIS:TOP'}
foc             {'DIS:FOC', 'inflectional', 'LANG:EN', 'OP:FOC'}
fam             {'DIS:FAM', 'inflectional', 'LANG:EN', 'OP:FAM'}
pol             {'inflectional', 'LANG:EN', 'OP:POL', 'DIS:POL'}
C/op            {'inflectional', 'LANG:EN', 'DIS:C/OP', 'OP:C/OP'}
d/rel           {'OP:_', 'LANG:EN', 'adjoinable', '-COMP:C/fin', 'OP:REL', 'inflectional', 'SPEC:D'}
Q               {'-COMP:OP', 'OP', 'LANG:EN', 'OP:WH', 'OP:Q', 'DIS:WH', 'inflectional'}
poss            {'POSS', 'inflectional', 'LANG:EN'}
