dummy          {'LANG:EN', 'dummy'}
[-o]            {'inflectional', 'PHI:HUM:HUM', 'LANG:IT', 'PHI', 'PHI:PER:1', 'PHI:NUM:SG', 'PHI:DET:DEF'}
[-i]            {'inflectional', 'PHI:HUM:HUM', 'LANG:IT', 'PHI', 'PHI:NUM:SG', 'PHI:PER:2', 'PHI:DET:DEF'}
[-a]            {'inflectional', 'PHI:PER:3', 'LANG:IT', 'PHI', 'PHI:NUM:SG', 'PHI:DET:DEF'}
[-e]            {'inflectional', 'PHI:PER:3', 'LANG:IT', 'PHI', 'PHI:NUM:SG', 'PHI:DET:DEF'}
[-iamo]         {'inflectional', 'PHI:HUM:HUM', 'LANG:IT', 'PHI', 'PHI:NUM:PL', 'PHI:PER:1', 'PHI:DET:DEF'}
[-te]           {'inflectional', 'PHI:HUM:HUM', 'LANG:IT', 'PHI', 'PHI:NUM:PL', 'PHI:PER:2', 'PHI:DET:DEF'}
[-no]           {'inflectional', 'PHI', 'PHI:PER:3', 'LANG:IT', 'PHI:NUM:PL', 'PHI:DET:DEF'}
[-nom]          {'inflectional', 'adjoinable', 'LANG:EN', 'NOM', 'TAIL:FIN,ARG,VAL'}
[-par]          {'inflectional', 'PAR', 'adjoinable', 'LANG:FI', 'TAIL:ARG,-VAL'}
[-gen]          {'inflectional', 'LANG:EN', 'GEN', 'TAIL:INF,ARG', '-float'}
gen             {'inflectional', 'LANG:EN', 'GEN', 'TAIL:INF,ARG', '-float'}
[-n_acc]        {'inflectional', 'TAIL:ARG,ASP:BOUNDED', 'adjoinable', 'LANG:FI', 'TAIL:PHI', 'n-ACC', 'TAIL:*POL:NEG'}
[-t_acc]        {'inflectional', 'adjoinable', 'TAIL:ARG,ASP:BOUNDED', 'LANG:FI', 't-ACC', 'TAIL:*POL:NEG'}
[-0_acc]        {'inflectional', 'TAIL:ARG,ASP:BOUNDED', 'adjoinable', 'TAIL:*PHI', 'LANG:FI', 'TAIL:*POL:NEG', '0_ACC'}
[-ess]          {'LF:as', '#essiivi', 'inflectional', 'TAIL:V', 'PF:na', 'LANG:FI'}
[-trs]          {'inflectional', 'TAIL:V', 'LF:to', '#translatiivi', 'LANG:FI', 'PF:ksi'}
[-ine]          {'inflectional', 'TAIL:V', 'LANG:FI', 'PF:ssa', 'LF:in', '#inessiivi'}
[-ela]          {'inflectional', '#elatiivi', 'TAIL:V', 'LF:from', 'LANG:FI', 'PF:sta'}
[-ill]          {'inflectional', 'TAIL:V', 'LF:into', 'PF:an', 'LANG:FI', '#illatiivi'}
[-ade]          {'inflectional', 'TAIL:V', '#adessiivi', 'LANG:FI', 'LF:at', 'PF:lla'}
[-abl]          {'inflectional', 'TAIL:V', '#ablatiivi', 'PF:lta', 'LANG:FI', 'LF:from'}
[-all]          {'inflectional', 'TAIL:V', 'LF:to', 'LANG:FI', 'PF:lle', '#allatiivi'}
[-abe]          {'inflectional', 'PF:tta', 'LF:without', '#abessiivi', 'TAIL:V', 'LANG:FI'}
[-kom]          {'inflectional', 'PF:ine', 'TAIL:V', '#komitatiivi', 'LANG:FI', 'LF:together'}
[-ins]          {'inflectional', 'TAIL:V', 'LANG:FI', 'LF:with', '#instruktiivi', 'PF:n'}
asp             {'inflectional', 'LANG:EN', 'ASP:BOUNDED'}
[hAn]           {'inflectional', 'LANG:FI', 'OVERT_SCOPE', 'DIS:FAM', 'OP:FAM'}
[pA]            {'inflectional', 'LANG:FI', 'OVERT_SCOPE', 'DIS:POL', 'OP:POL'}
[kO]            {'inflectional', 'OVERT_SCOPE', 'LANG:FI', 'OP:WH', 'FORCE:OP:WH', 'OP:Q', 'DIS:WH'}
[foc]           {'inflectional', 'LANG:FI', 'OP:FOC', 'DIS:FOC'}
a'              {'a', 'LF:A', 'PF:a', 'LANG:X'}
b'              {'LF:B', 'LANG:X', 'b', 'PF:b'}
b''             {'LF:B', 'LANG:EN', 'b', 'PF:b', '-COMP:c'}
c''             {'c', 'LANG:EN', 'SPEC:a', 'PF:c', 'LF:C'}
c'              {'c', 'PF:c', 'LANG:X', 'LF:C'}
d'              {'LF:D', 'LANG:', 'PF:d', 'd'}
a''             ['LANG:EN']
x'              {'x', 'LANG:X', 'LF:X', 'PF:x'}
y'              {'LF:Y', 'LANG:X', 'y', 'PF:y'}
z'              {'LANG:X', 'PF:x', 'LF:Z', 'z'}
John'           {"N'", 'LANG:X', 'PF:John', 'LF:John'}
admires'        {'PF:admires', 'LF:admires', 'LANG:X', "V'"}
admires''       {'PHI:NUM:_', 'LANG:EN', 'SPEC:φ', 'SPEC:P', '-COMP:V', 'ASP', 'LF:admires', 'PHI:GEN:_', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:P', 'PF:admires', 'PHI:PER:_', '-SPEC:T/fin'}
Mary'           {'LF:mary', "N'", 'PF:Mary', 'LANG:X'}
T/fin           {'-COMP:T/fin', '!COMP:*', 'COMP:V', 'PHI:NUM:_', 'LANG:EN', 'SPEC:φ', '-SPEC:T/prt', '!SPEC:*', 'T/fin', '-adjoinable', 'LF:T', '-SPEC:V', 'COMP:v', 'PHI:GEN:_', '!PROBE:V', 'VAL', 'ARG', '-SPEC:C', 'SPEC:C/fin', '-SPEC:v', '-SPEC:TO/inf', 'PHI:DET:_', 'PF:T', 'SPEC:TO/inf', 'T', 'COMP:T/prt', 'SPEC:FORCE', '-SPEC:Neg', '-COMP:INF', 'FIN', 'SPEC:*', '-SPEC:N', 'PHI:PER:_', '-SPEC:T/fin'}
v               {'v', '!COMP:*', 'COMP:V', 'PHI:NUM:_', 'LANG:EN', 'PF:v', 'PHI:DET:_', 'SPEC:φ', 'PHI:PER:_', 'LF:v', 'ASP', 'PHI:GEN:_', '!PROBE:V', 'ARG', '-SPEC:N', '-VAL'}
C/fin           {'!COMP:*', 'LANG:EN', 'C/fin', '-ARG', '-SPEC:C/fin', 'VAL', 'C', '-COMP:FORCE', 'PF:C', 'COMP:Neg/fin', 'LF:C/fin', 'COMP:T/fin', '!PROBE:FIN', '-COMP:C/fin', 'FIN', 'SPEC:*', '-COMP:T/prt', '-SPEC:N', '-SPEC:T/fin'}
T               {'!COMP:*', 'COMP:V', 'PHI:NUM:_', 'LANG:EN', 'SPEC:φ', 'LF:T', 'COMP:v', '-SPEC:V', 'PHI:GEN:_', '-COMP:NEG', 'VAL', 'ARG', '!PROBE:V', '-SPEC:FORCE', 'PHI:DET:_', 'PF:T', '-SPEC:NEG', 'T', 'COMP:T/prt', 'FIN', 'SPEC:*', '-SPEC:N', 'PHI:PER:_', '-SPEC:T/fin'}
T/prt           {'!COMP:*', 'COMP:V', 'PHI:NUM:_', 'LANG:EN', 'SPEC:φ', 'PF:T/prt', '-SPEC:V', 'COMP:v', 'T/prt', '-SPEC:C/fin', 'PHI:GEN:_', '-COMP:NEG', 'VAL', 'ARG', '!PROBE:V', '-SPEC:FORCE', 'LF:T/prt', 'PHI:DET:_', 'T', 'COMP:T/prt', 'COMP:φ', 'FIN', 'SPEC:*', '-SPEC:N', 'PHI:PER:_', '-SPEC:T/fin'}
a0              {'LF:A', 'LANG:EN', 'A', '-adjoinable', 'COMP:0', 'TAIL:φ', '-SPEC:φ', '-SPEC:A', 'PF:A'}
n               {'!COMP:*', 'COMP:V', 'PHI:NUM:_', 'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', 'PHI:GEN:_', 'VAL', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI:DET:_', 'n', 'COMP:T/prt', '-COMP:C/fin', 'INF', '-COMP:AUX', 'PF:n', '-COMP:A', 'LANG:EN', 'LF:n', '!SPEC:*', '!SPEC:φ', 'COMP:C', 'COMP:v', '-SPEC:C/fin', 'N', 'ARG', '-COMP:WH', '-SPEC:uWH', 'φ', '-COMP:v', '-SPEC:INF', '-COMP:N', 'COMP:0', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', 'SPEC:*', '-SPEC:N', 'PHI:PER:_', '-SPEC:T/fin'}
impass          {'v', '!COMP:*', 'COMP:V', 'PHI:NUM:_', 'LANG:EN', 'PHI:DET:_', 'PF:impass', 'SPEC:φ', 'PHI:PER:_', 'ASP', 'LF:impass', '!PROBE:V', 'PHI:GEN:_', 'ARG', '-SPEC:N', '-VAL'}
cau             {'v', '!COMP:*', 'COMP:V', 'PHI:NUM:_', 'LANG:EN', 'PHI:DET:_', 'SPEC:φ', 'PHI:PER:_', 'LF:v/Cause', 'ASP', 'PHI:GEN:_', '!PROBE:V', 'PF:Cau', 'ARG', '-SPEC:N', '-VAL'}
φ               {'φ', 'LF:φ', 'LANG:EN', 'COMP:N', '-VAL', 'PF:φ'}
INF             {'-COMP:T/fin', '!COMP:*', 'COMP:V', '-COMP:FORCE', 'LANG:EN', 'PF:INF', 'COMP:v', '-SPEC:V', 'LF:INF', '-COMP:C/fin', 'INF', '-SPEC:T/fin'}
prtcpl          {'-COMP:T/fin', '!COMP:*', 'COMP:V', 'PHI:NUM:_', 'LANG:EN', 'SPEC:φ', 'PF:T/prt', '-SPEC:V', 'COMP:v', 'T/prt', '-SPEC:C/fin', 'PHI:GEN:_', '-COMP:NEG', 'VAL', '!PROBE:V', '-SPEC:FORCE', 'ARG', 'LF:T/prt', '-COMP:FORCE', 'PHI:DET:_', '-SPEC:NEG', 'T', 'COMP:T/prt', 'COMP:φ', '-COMP:C/fin', 'FIN', 'SPEC:*', 'INF', '-SPEC:N', 'PHI:PER:_', '-SPEC:T/fin'}
TO/inf          {'-COMP:T/fin', 'LF:TO/inf', '!COMP:*', 'COMP:V', 'LANG:EN', 'COMP:v', 'adjoinable', '-SPEC:V', '-VAL', 'PF:TO/inf', 'TO/inf', '-SPEC:v', '!COMP:V', '-COMP:FORCE', '?ARG', '-COMP:C/fin', 'INF', '-SPEC:T/fin'}
A/inf           {'-COMP:T/fin', '!COMP:*', 'PF:A/inf', 'COMP:V', 'LANG:EN', 'COMP:v', '-SPEC:V', '?VAL', 'A/inf', '-SPEC:Neg/fin', '-COMP:FORCE', 'LF:A/inf', '?ARG', '-COMP:C/fin', 'SPEC:*', 'INF', '-SPEC:T/fin'}
ARE/inf         {'-COMP:T/fin', '!COMP:*', 'COMP:V', 'LANG:EN', '-adjoinable', 'PF:are', 'COMP:v', '-SPEC:V', 'VAL', '-COMP:FORCE', '?ARG', '-COMP:C/fin', 'LF:ARE/inf', 'SPEC:*', 'INF', 'ARE/inf', '-SPEC:T/fin'}
ESSA/inf        {'-COMP:T/fin', '!COMP:*', 'COMP:V', 'LANG:EN', 'COMP:v', 'adjoinable', '-SPEC:V', 'PF:essa', '-SPEC:N', '-SPEC:FORCE', '?VAL', '-SPEC:Neg/fin', '-COMP:FORCE', 'LF:while', 'ADV', '?ARG', '-COMP:C/fin', 'ESSA/inf', 'SPEC:*', 'INF', 'TAIL:T', '-SPEC:T/fin'}
TUA/inf         {'-COMP:T/fin', '!COMP:*', 'COMP:V', 'PHI:NUM:_', 'LANG:EN', '!SPEC:*', 'COMP:v', 'adjoinable', '-SPEC:V', 'PHI:GEN:_', '-SPEC:N', 'VAL', 'ARG', '-SPEC:FORCE', 'LF:after', '-SPEC:Neg/fin', '-COMP:FORCE', 'PHI:DET:_', 'TUA/inf', 'ADV', '-COMP:C/fin', 'PF:tua', 'SPEC:*', 'INF', 'TAIL:T', 'PHI:PER:_', '-SPEC:T/fin'}
VA/inf          {'-COMP:T/fin', '!COMP:*', 'COMP:V', 'PHI:NUM:_', 'LANG:EN', 'COMP:v', '-SPEC:V', 'PF:vAn', 'PHI:GEN:_', 'VAL', 'ARG', 'VA/inf', '-COMP:FORCE', 'PHI:DET:_', '-COMP:C/fin', 'LF:VA', 'INF', '-SPEC:N', 'SPEC:*', 'PHI:PER:_', '-SPEC:T/fin'}
MA/ssa          {'COMP:V', 'PHI:NUM:_', '-SPEC:*', 'LANG:EN', 'MA/inf', 'MA/ssa', 'COMP:v', 'TAIL:V', 'adjoinable', 'PHI:GEN:_', 'ARG', '-SPEC:FORCE', '-VAL', '-SPEC:Neg/fin', 'PHI:DET:_', 'ADV', 'LF:in_doing', '-SPEC:N', 'PHI:PER:_', '-SPEC:T/fin', 'PF:massa'}
MA/tta          {'PHI:NUM:_', 'LANG:EN', 'PHI:DET:_', 'PHI:PER:_', 'MA/inf', '-SPEC:Neg/fin', 'ADV', 'adjoinable', 'PHI:GEN:_', '-SPEC:N', 'ARG', '-SPEC:FORCE', 'TAIL:T', '-VAL', '-SPEC:T/fin', 'PF:matta', 'LF:without_doing'}
MA/lla          {'COMP:V', 'PHI:NUM:_', 'MA/inf', 'adjoinable', 'PHI:GEN:_', 'VAL', '-SPEC:FORCE', 'PF:malla', '-SPEC:Neg/fin', 'PHI:DET:_', 'TAIL:T', 'LANG:EN', 'COMP:v', 'ARG', 'LF:by_doing', 'ADV', 'SPEC:*', '-SPEC:N', 'PHI:PER:_', '-SPEC:T/fin'}
MA/inf          {'COMP:V', 'PHI:NUM:_', 'MA/inf', 'PF:maan', 'adjoinable', 'PHI:GEN:_', 'VAL', '-SPEC:FORCE', '-SPEC:Neg/fin', 'PHI:DET:_', 'LF:to_do', 'LANG:EN', 'COMP:v', 'TAIL:V', 'ARG', 'ADV', 'SPEC:*', '-SPEC:N', 'PHI:PER:_', '-SPEC:T/fin'}
E/inf           {'PF:en', 'LF:by', 'ADV', '-ARG', 'adjoinable', '-SPEC:N', 'LANG:FI', 'SPEC:*', '-SPEC:FORCE', 'TAIL:T', '-VAL', '-SPEC:T/fin', '-SPEC:Neg/fin'}
BE-             {'-COMP:T/fin', '!COMP:*', 'LANG:EN', 'SPEC:φ', 'SPEC:P', '-COMP:V', '-ARG', 'ASP', 'COPULA', '-SPEC:FORCE', 'V', '-VAL', 'PF:BE', '-COMP:v', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:φ', 'COMP:T/prt', 'COMP:P', 'LF:BE', '-SPEC:T/fin'}
D               {'LF:D', '-EDGE:*', '!COMP:*', '-COMP:T/fin', 'LANG:EN', '-SPEC:MA/lla', '-SPEC:V', 'adjoinable', '-ARG', 'PF:D', '!PROBE:N', '-SPEC:C', '-VAL', '-SPEC:Neg/fin', 'φ', 'D', '-SPEC:INF', '-COMP:P', '-SPEC:P', 'COMP:φ', '-COMP:uR', 'COMP:N', 'COMP:n', '-SPEC:T/fin'}
D/rel           {'-COMP:T/fin', '!COMP:*', 'LF:D/rel', 'OP:_', 'LANG:EN', '-SPEC:MA/lla', '-SPEC:V', 'adjoinable', '-ARG', 'D/rel', 'OP', '!PROBE:N', 'OP:REL', '-SPEC:C', '-VAL', '-COMP:φ', '-SPEC:Neg/fin', 'φ', 'D', '-SPEC:INF', 'PF:D/rel', '-SPEC:P', '-COMP:C/fin', '-COMP:uR', 'COMP:N', '-SPEC:T/fin'}
P               {'-COMP:T/fin', '!COMP:*', 'PHI:NUM:_', 'LANG:EN', '-COMP:ADV', '-SPEC:*', '-SPEC:T/prt', 'PHI:PER:_', '-float', 'PF:P', '-SPEC:V', 'adjoinable', '-SPEC:C/fin', '-SPEC:iR', 'PHI:GEN:_', 'P', '-SPEC:FORCE', '-SPEC:ADV', 'ARG', '-COMP:T', '-SPEC:C', '-VAL', '-SPEC:Neg/fin', '-COMP:uWH', '-SPEC:v', '-SPEC:INF', 'PHI:DET:_', '-COMP:N', '-SPEC:P', 'COMP:φ', '-SPEC:iWH', '-SPEC:N', 'LF:P', '-SPEC:T/fin', '-COMP:A'}
pro             ['LANG:EN']
pro-            {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'LANG:EN', 'LF:pro', 'COMP:C', '-SPEC:C/fin', 'PF:(pro)', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', 'PHI', '-SPEC:T/fin'}
cl              {'inflectional', 'CL', 'LANG:EN', 'RIGHT:ARE/inf', 'RIGHT:PRG', 'LEFT:D,CL', 'LEFT:T/fin'}
inc             {'inflectional', 'LANG:EN', 'INCORPORATED'}
sg              {'inflectional', 'LANG:EN', 'PHI:NUM:SG'}
pl              {'inflectional', 'LANG:EN', 'PHI:NUM:PL'}
1p              {'inflectional', 'LANG:EN', 'PHI:PER:1'}
2p              {'inflectional', 'LANG:EN', 'PHI:PER:2'}
3p              {'inflectional', 'PHI:PER:3', 'LANG:EN'}
def             {'inflectional', 'LANG:EN', 'PHI:DET:DEF'}
indef           {'inflectional', 'PHI:DET:INDEF', 'LANG:EN'}
hum             {'inflectional', 'PHI:HUM:HUM', 'LANG:EN'}
nonhum          {'inflectional', 'LANG:EN', 'PHI:HUM:NONHUM'}
m               {'inflectional', 'LANG:EN', 'PHI:GEN:M'}
f               {'inflectional', 'LANG:EN', 'PHI:GEN:F'}
proper_name     {'inflectional', 'D:REF:NAME', 'LANG:EN'}
nom             {'inflectional', 'TAIL:FIN,!COMP:*,VAL', 'LANG:EN', 'NOM'}
acc             {'inflectional', 'ACC', 'TAIL:v', 'LANG:EN'}
dat             {'inflectional', 'TAIL:v', 'LANG:EN', 'DAT'}
V1              {'inflectional', '-EDGE:*', 'LANG:EN', '-SPEC:*'}
uC/op           {'inflectional', 'uC/op', 'LANG:EN'}
wh              {'inflectional', 'OP:_', 'LANG:EN', 'OP:WH', 'DIS:WH'}
wh_             {'inflectional', 'OP:_', 'LANG:EN', 'OP', '-COMP:OP'}
top             {'inflectional', 'OP:TOP', 'DIS:TOP', 'LANG:EN'}
foc             {'inflectional', 'LANG:EN', 'OP:FOC', 'DIS:FOC'}
fam             {'inflectional', 'LANG:EN', 'DIS:FAM', 'OP:FAM'}
pol             {'inflectional', 'DIS:POL', 'LANG:EN', 'OP:POL'}
C/op            {'inflectional', 'LANG:EN', 'OP:C/OP', 'DIS:C/OP'}
d/rel           {'inflectional', 'adjoinable', 'OP:_', '-COMP:C/fin', 'LANG:EN', 'OP:REL', 'SPEC:D'}
Q               {'inflectional', 'LANG:EN', 'OP', 'OP:WH', '-COMP:OP', 'OP:Q', 'DIS:WH'}
